X_ActualPosition,X_ActualVelocity,X_ActualAcceleration,X_SetPosition,X_SetVelocity,X_SetAcceleration,X_CurrentFeedback,X_DCBusVoltage,X_OutputCurrent,X_OutputVoltage,X_OutputPower,Y_ActualPosition,Y_ActualVelocity,Y_ActualAcceleration,Y_SetPosition,Y_SetVelocity,Y_SetAcceleration,Y_CurrentFeedback,Y_DCBusVoltage,Y_OutputCurrent,Y_OutputVoltage,Y_OutputPower,Z_ActualPosition,Z_ActualVelocity,Z_ActualAcceleration,Z_SetPosition,Z_SetVelocity,Z_SetAcceleration,Z_CurrentFeedback,Z_DCBusVoltage,Z_OutputCurrent,Z_OutputVoltage,S_ActualPosition,S_ActualVelocity,S_ActualAcceleration,S_SetPosition,S_SetVelocity,S_SetAcceleration,S_CurrentFeedback,S_DCBusVoltage,S_OutputCurrent,S_OutputVoltage,S_OutputPower,S_SystemInertia,M_CURRENT_PROGRAM_NUMBER,M_sequence_number,M_CURRENT_FEEDRATE,Machining_Process,INSPECTION
159,9.57,-121,159,9.99,3.655,8.1,0.164,326,15.7,0.00211,78.5,4.275,91.5,78.5,4.246,13.06,-2.47,0.0425,325,3.72,-1.75E-05,33.5,4,4,33.5,4,4,0,0,0,0,-101,57.3,6.69,-101,57.3,3.999999046,18,0.848,320,120,0.163,16,1,19,6,1,PASS
160,9.85,-8.5,160,9.9,2.35,4.68,0.0976,326,15,0.00105,78.5,5.1,29,78.5,5.11,12.92,6.52,0.128,324,8.7,0.000286,33.5,4,4,33.5,4,4,0,0,0,0,-96,57.1,-56.3,-95.8,57.3,4,28.6,1.21,322,116,0.23,16,1,21,6,1,PASS
161,9.88,79,161,9.66,1.02,2.51,0.0866,326,14.2,0.000987,78.7,6.05,35.3,78.7,5.99,12.57,5.85,0.0955,324,6.55,0.000428,33.5,4,4,33.5,4,4,0,0,0,0,-90.9,57.3,15.7,-90.5,57.3,4,25.1,0.902,321,114,0.173,16,1,21,6,1,PASS
161,9.13,-77.2,161,9.28,-0.28,13.5,0.105,326,5.99,0.00109,78.9,6.63,-39.8,78.9,6.85,12,3.53,0.0741,324,10.2,0.000424,33.5,4,4,33.5,4,4,0,0,0,0,-85.4,57.3,-17.8,-85,57.3,4,21.9,0.874,320,119,0.167,16,1,21,6,1,PASS
162,9,22.8,162,8.81,-1.39,4.14,0.0911,325,12.3,0.000864,79.2,7.65,-14.8,79.3,7.58,11.29,2.45,0.0861,324,12.7,0.000634,33.5,4,4,33.5,4,4,0,0,0,0,-80.3,57.3,22.8,-79.8,57.3,3.999999046,21.1,0.977,322,117,0.188,16,1,21,6,1,PASS
162,8.15,-21,162,8.22,-2.43,4.91,0.0834,326,12,0.000717,79.6,8.32,66.5,79.6,8.27,10.4,4.51,0.1,324,11,0.000918,33.5,4,4,33.5,4,4,0,0,0,0,-74.9,57.3,-11,-74.5,57.3,4,25.9,0.892,321,120,0.169,16,1,21,6,1,PASS
162,7.35,-46,163,7.5,-3.35,5.47,0.0848,326,10.5,0.00059,80.1,8.78,-14.8,80.1,8.87,9.31,7.09,0.119,324,13.8,0.00114,33.5,4,4,33.5,4,4,0,0,0,0,-69.4,57.3,1.69,-69,57.3,4,23.6,0.859,320,123,0.163,16,1,21,6,1,PASS
163,6.8,72.7,163,6.76,-4.04,4.07,0.0791,325,9.42,0.000392,80.6,9.53,91.5,80.6,9.33,8.19,3.7,0.0974,324,13.3,0.00112,33.5,4,4,33.5,4,4,0,0,0,0,-64.3,57.3,-11.3,-63.8,57.3,4,22.7,1.01,322,118,0.194,16,1,2,6,1,PASS
163,6.15,54,163,5.92,-4.58,5.29,0.0995,325,7.46,0.000439,81.1,9.78,-39.8,81.2,9.68,6.93,9.44,0.0957,324,7.85,0.00114,33.5,4,4,33.5,4,4,0,0,0,0,-58.9,57.3,-9.4,-58.5,57.3,4.000000954,21.3,0.864,321,118,0.166,16,1,21,6,1,PASS
163,4.85,-96,163,5.01,-4.94,4.5,0.0734,326,8.1,0.000122,81.7,10.25,10.25,81.8,9.91,5.55,5.81,0.1,324,12.7,0.00131,33.5,4,4,33.5,4,4,0,0,0,0,-53.4,57.2,-60.9,-53,57.3,4.000000954,23.7,0.915,320,121,0.175,16,1,21,6,1,PASS
163,4.35,54,163,4.144,-5.07,4.51,0.0786,325,3.63,6.01E-05,82.3,10,47.8,82.3,10,4.246,9.32,0.155,324,15.1,0.00196,33.5,4,4,33.5,4,4,0,0,0,0,-48.3,57.3,14,-47.8,57.3,4,24,0.884,321,120,0.169,16,1,21,6,1,PASS
163,4.175,91.5,163,4,4,2.78,0.0456,325,1.43,0,82.8,9.72,-27.3,82.9,10,4,5.16,0.0874,324,14.4,0.00104,33.5,4,4,33.5,4,4,0,0,0,0,-42.9,57.3,-2.06,-42.5,57.3,4,22.2,1.02,321,115,0.196,16,1,21,6,1,PASS
163,3.825,-77.2,163,4,4,3.9,0.0504,326,5.32,-1.51E-05,83.4,9.82,-77.2,83.5,10,4,4.62,0.0741,324,13,0.00083,33.5,4,4,33.5,4,4,0,0,0,0,-37.4,57.2,-63.8,-37,57.3,4,26.5,1.01,320,121,0.192,16,1,21,6,1,PASS
163,4.225,123,163,4,4,1.5,0.0467,326,2.39,5.83E-06,84,10.15,41.5,84.1,10,4,3.76,0.0801,324,12.7,0.00102,33.5,4,4,33.5,4,4,0,0,0,0,-32.3,57.2,-61,-31.8,57.3,4.000000954,23.5,1.04,322,118,0.2,16,1,21,6,1,PASS
163,4.15,85.2,163,4,4,1.96,0.0469,325,2.24,1.41E-05,84.6,9.95,35.3,84.7,10,4,6.14,0.1,324,12.6,0.00126,33.5,4,4,33.5,4,4,0,0,0,0,-26.9,57.4,27.7,-26.5,57.3,3.999999046,21.2,0.858,321,117,0.164,16,1,21,6,1,PASS
163,3.875,-58.5,163,4,4,2.75,0.0531,326,5.49,-7.40E-06,85.2,9.97,10.25,85.3,10,4,5.07,0.0921,324,13.9,0.00119,33.5,4,4,33.5,4,4,0,0,0,0,-21.4,57.3,6.75,-21,57.3,3.999999046,18.2,0.849,320,120,0.163,16,1,21,6,1,PASS
163,4.175,85.2,163,4,4,0.975,0.0428,326,3.35,6.01E-06,85.8,10.07,-33.5,85.9,10,4,4.76,0.0766,324,12.9,0.000907,33.5,4,4,33.5,4,4,0,0,0,0,-16.3,57.2,-51,-15.8,57.3,4,27.8,1.18,322,116,0.227,16,1,21,6,1,PASS
163,4,-8.5,163,4,4,1.64,0.0353,325,5.96,-1.50E-05,86.7,10.03,35.3,86.7,10,4,9.26,0.145,324,14.2,0.00182,33.5,4,4,33.5,4,4,0,0,0,0,-8.6,57.3,7.44,-8.2,57.3,4,21.2,0.823,322,120,0.157,16,1,2,6,1,PASS
163,4.05,29,163,4,4,1.09,0.0586,326,4.13,3.51E-05,87.3,9.82,16.5,87.3,10,4,7.88,0.125,324,14.4,0.00151,33.5,4,4,33.5,4,4,0,0,0,0,-3.47,57.3,-14.7,-3.04,57.3,4.000000954,21.5,0.8,317,118,0.153,16,1,21,6,1,PASS
163,4.025,29,163,4,4,2.25,0.0626,326,2.94,2.53E-05,87.9,9.82,10.25,87.9,10,4,5.66,0.0988,324,13.9,0.0012,33.5,4,4,33.5,4,4,0,0,0,0,1.86,57.3,-9.4,2.3,57.3,3.999999046,21.7,1.06,316,118,0.205,16,1,21,6,1,PASS
163,3.975,-14.8,163,4,4,1.79,0.0399,325,5.94,-2.08E-05,88.5,9.8,22.8,88.5,10,4,6.45,0.104,324,13.8,0.00126,33.5,4,4,33.5,4,4,0,0,0,0,7.41,57.3,-23.8,7.84,57.3,3.999999046,17.7,0.913,321,117,0.177,16,1,21,6,1,PASS
163,4,-2.25,163,4,4,0.629,0.0365,325,7.48,-2.04E-05,89.1,9.68,-64.7,89.1,10,4,6.03,0.0885,324,13.7,0.00101,33.5,4,4,33.5,4,4,0,0,0,0,12.74,57.3,10.38,13.18,57.3,4,19.4,0.995,320,120,0.191,16,1,21,6,1,PASS
163,3.925,-2.25,163,3.9751,-1.86,1.12,0.0643,325,4.74,3.74E-05,89.5,3.325,-240,89.6,9.5,879,1.08,0.0287,324,0.299,2.14E-05,33.5,4,4,33.5,4,4,0,0,0,0,17.9,57.4,48.8,18.3,57.3,4,19.7,0.99,316,118,0.191,16,1,21,6,1,PASS
163,3.2,41.5,163,3.035,-4.96,-4.52,0.0534,325,6.11,5.62E-05,90.1,10.32,72.7,90.2,9.92,2.57,3.69,0.0944,324,14.3,0.00117,33.5,4,4,33.5,4,4,0,0,0,0,23.4,57.4,4,23.8,57.3,4,19.5,0.834,322,118,0.161,16,1,23,6,1,PASS
163,2.3,29,163,2.15,-4.64,-4.92,0.0778,325,9.33,0.000246,90.7,9.65,22.8,90.8,9.71,1.23,8.04,0.147,324,15.9,0.0018,33.5,4,4,33.5,4,4,0,0,0,0,28.7,57.3,-5,29.2,57.3,4.000000954,21.4,0.948,321,120,0.183,16,1,23,6,1,PASS
163,1.42,-39.8,163,1.35,-4.15,-5.07,0.101,325,9.34,0.000596,91.3,9.15,-46,91.3,9.38,0.01,5.04,0.0835,324,12.3,0.00091,33.5,4,4,33.5,4,4,0,0,0,0,33.9,57.4,65.8,34.3,57.3,4,17,0.904,316,119,0.171,16,1,23,6,1,PASS
163,0.7,-8.5,163,0.54,-3.43,-7.54,0.108,325,10.7,0.000754,91.8,8.97,47.8,91.8,8.9,-1.21,5.48,0.109,324,12.2,0.00115,33.5,4,4,33.5,4,4,0,0,0,0,39.4,57.5,64.4,39.8,57.3,4,14.4,0.744,321,118,0.14,16,1,23,6,1,PASS
162,-0.25,-33.5,162,-0.13,-2.59,-3.9,0.0877,325,10.4,0.000743,92.3,8.45,10.25,92.3,8.35,-2.23,5.71,0.107,323,12,0.000982,33.5,4,4,33.5,4,4,0,0,0,0,44.5,57.3,-5,45,57.3,4,21.7,0.855,318,119,0.165,16,1,2,6,1,PASS
162,-0.75,-8.5,162,-0.74,-1.58,-5.49,0.0786,325,9.95,0.000794,92.7,8,10.25,92.7,7.68,-3.15,3.2,0.0713,324,10.2,0.000588,33.5,4,4,33.5,4,4,0,0,0,0,49.9,57.4,50.6,50.3,57.3,4.000000954,21.1,0.94,316,119,0.181,16,1,23,6,1,PASS
161,-1.3,16.5,161,-1.26,-0.39,-3.2,0.0669,325,13.1,0.000706,93,6.72,-27.3,93,6.89,-3.94,8.28,0.108,324,8.64,0.000585,33.5,4,4,33.5,4,4,0,0,0,0,55.4,57.3,-3.13,55.8,57.3,4.000000954,16.7,0.794,322,121,0.152,16,1,23,6,1,PASS
161,-1.7,-14.8,161,-1.62,0.81,-6.98,0.0949,325,10.6,0.00108,93.2,6.33,16.5,93.3,6.1,-4.49,7.08,0.109,324,7.6,0.000555,33.5,4,4,33.5,4,4,0,0,0,0,60.5,57.5,42.8,61,57.3,4,15.9,0.743,318,115,0.141,16,1,23,6,1,PASS
160,-1.95,-46,160,-1.88,2.17,-6.07,0.106,325,12.7,0.00137,93.4,5.17,-14.8,93.4,5.19,-4.89,3.44,0.0546,324,8.23,0.000105,33.5,4,4,33.5,4,4,0,0,0,0,66.1,57.4,48.8,66.5,57.3,4,18.8,0.835,321,121,0.158,16,1,23,6,1,PASS
160,-1.8,41.5,159,-1.99,3.534,-6.37,0.115,325,14.9,0.0014,93.5,4.425,10.25,93.5,4.29,-5.06,6.22,0.0987,324,7.29,7.92E-05,33.5,4,4,33.5,4,4,0,0,0,0,71.4,57.3,5.25,71.8,57.3,4,22.5,0.834,322,119,0.16,16,1,23,6,1,PASS
159,-1.85,41.5,159,-2,4,-6.93,0.123,325,15.5,0.0015,93.5,3.95,-27.3,93.5,4,4,5.97,0.0802,324,7.15,-2.54E-05,33.5,4,4,33.5,4,4,0,0,0,0,76.7,57.3,-5.75,77.2,57.3,4,22.4,1.01,321,119,0.195,16,1,23,6,1,PASS
158,-1.85,35.3,158,-2,4,-6.16,0.106,325,15.1,0.00123,93.5,3.925,-27.3,93.5,4,4,5.95,0.0815,324,6.54,-3.83E-05,33.5,4,4,33.5,4,4,0,0,0,0,82.1,57.3,17.8,82.5,57.3,4.000000954,20.3,0.87,321,121,0.168,16,1,23,6,1,PASS
158,-2.1,16.5,158,-2,4,-4.86,0.0835,326,13.7,0.00108,93.5,3.925,-39.8,93.5,4,4,5.12,0.0799,324,7.11,-5.05E-05,33.5,4,4,33.5,4,4,0,0,0,0,87.4,57.3,-22.6,87.8,57.3,3.999999046,18.3,0.915,321,116,0.177,16,1,23,6,1,PASS
157,-2.07,-46,157,-2,4,-4.99,0.0961,325,14,0.00123,93.5,3.95,-21,93.5,4,4,5.14,0.0793,324,7.59,0,33.5,4,4,33.5,4,4,0,0,0,0,92.7,57.3,9,93.2,57.3,4,19,0.996,320,120,0.19,16,1,23,6,1,PASS
157,-1.88,35.3,157,-2,4,-6.47,0.108,326,14.8,0.00135,93.5,3.95,-27.3,93.5,4,4,5.7,0.0786,324,7.01,-1.24E-05,33.5,4,4,33.5,4,4,0,0,0,0,98.1,57.2,-29.9,98.5,57.3,4,26.1,0.974,321,120,0.187,16,1,2,6,1,PASS
156,-1.93,60.3,156,-2,4,-5.31,0.0845,326,14.8,0.000982,93.5,3.9,-46,93.5,4,4,5.12,0.078,324,7.38,-4.98E-05,33.5,4,4,33.5,4,4,0,0,0,0,103.4,57.4,6.13,103.8,57.3,4,19.4,0.838,322,118,0.162,16,1,23,6,1,PASS
155,-2.05,47.8,155,-2,4,-4.21,0.0733,325,14.2,0.000889,93.5,3.9,-39.8,93.5,4,4,5.69,0.0779,324,6.7,-6.09E-05,33.5,4,4,33.5,4,4,0,0,0,0,109,57.3,-2.31,109,57.3,4.000000954,21.6,0.96,321,120,0.185,16,1,23,6,1,PASS
155,-2.25,-89.7,155,-2,4,-3.99,0.0795,325,13.8,0.000957,93.5,3.9,-39.8,93.5,4,4,6.23,0.0788,324,5.93,-6.24E-05,33.5,4,4,33.5,4,4,0,0,0,0,114,57.3,-31.3,115,57.3,3.999999046,20,0.979,321,118,0.19,16,1,23,6,1,PASS
154,-1.85,-2.25,154,-2,4,-7.07,0.103,325,13.5,0.00131,93.5,3.9,-46,93.5,4,4,5.12,0.0764,324,7.54,-3.61E-05,33.5,4,4,33.5,4,4,0,0,0,0,119,57.5,60.9,120,57.3,4,14.7,0.742,321,118,0.141,16,1,23,6,1,PASS
154,-1.8,54,154,-2,4,-6.89,0.105,325,15.4,0.00122,93.5,3.925,-33.5,93.5,4,4,6.24,0.0807,324,6.42,-1.24E-05,33.5,4,4,33.5,4,4,0,0,0,0,125,57.2,-19.2,125,57.3,4,24.3,1.04,320,121,0.2,16,1,23,6,1,PASS
153,-1.93,60.3,153,-2,4,-4.17,0.0777,325,14.8,0.000957,93.5,3.925,-33.5,93.5,4,4,4.28,0.077,324,8.64,0,33.5,4,4,33.5,4,4,0,0,0,0,130,57.3,-7.4,131,57.3,4,22.3,0.942,321,120,0.183,16,1,23,6,1,PASS
152,-2.15,-21,152,-2,4,-4.81,0.0841,325,12.4,0.00101,93.5,3.9,-52.3,93.5,4,4,5.69,0.078,324,6.56,-3.69E-05,33.5,4,4,33.5,4,4,0,0,0,0,135,57.3,-11.9,136,57.3,4.000000954,20.4,0.839,322,118,0.159,16,1,23,6,1,PASS
152,-1.95,-8.5,152,-2,4,-6.66,0.101,326,12.9,0.00126,93.5,3.9,-46,93.5,4,4,5.96,0.0785,324,6.45,-4.92E-05,33.5,4,4,33.5,4,4,0,0,0,0,141,57.2,-76.1,141,57.3,3.999999046,24.2,1.11,320,118,0.213,16,1,23,6,1,PASS
151,-1.8,60.3,151,-2,4,-5.43,0.0974,325,15.8,0.00115,93.5,3.9,-46,93.5,4,4,5.12,0.0852,324,7.49,-1.31E-05,33.5,4,4,33.5,4,4,0,0,0,0,146,57.4,51.6,147,57.3,4,17.4,0.842,320,122,0.16,16,1,23,6,1,PASS
151,-2.05,35.3,151,-2,4,-4.65,0.0835,325,14.3,0.00101,93.5,3.9,-46,93.5,4,4,6.52,0.08,324,5.74,-5.04E-05,33.5,4,4,33.5,4,4,0,0,0,0,151,57.3,4,152,57.3,4,19.6,0.841,322,123,0.161,16,1,2,6,1,PASS
150,-2.05,-2.25,150,-2,4,-5.16,0.0937,325,14.7,0.00115,93.5,3.9,-52.3,93.5,4,4,4.84,0.0822,324,7.59,-1.28E-05,33.5,4,4,33.5,4,4,0,0,0,0,157,57.3,-4.19,157,57.3,4,22.1,1.02,320,119,0.197,16,1,23,6,1,PASS
149,-1.95,-8.5,149,-2,4,-5.4,0.106,325,15,0.00132,93.5,3.9,-52.3,93.5,4,4,5.96,0.0791,324,6.54,-2.50E-05,33.5,4,4,33.5,4,4,0,0,0,0,162,57.3,16.4,163,57.3,4.000000954,21.3,0.869,321,120,0.167,16,1,23,6,1,PASS
149,-1.88,29,149,-2,4,-5.89,0.107,326,15.4,0.00132,93.5,3.9,-46,93.5,4,4,5.96,0.0773,324,6.46,-3.63E-05,33.5,4,4,33.5,4,4,0,0,0,0,167,57.3,-31,168,57.3,3.999999046,18,0.932,321,117,0.181,16,1,23,6,1,PASS
148,-1.93,66.5,148,-2,4,-4.14,0.0843,325,15.4,0.001,93.5,3.9,-46,93.5,4,4,5.67,0.0835,324,6.41,-2.59E-05,33.5,4,4,33.5,4,4,0,0,0,0,173,57.3,11,173,57.3,4,19.5,1,319,119,0.191,16,1,23,6,1,PASS
148,-1.85,29,148,-1.93,6.04,-4.85,0.101,326,15.3,0.00128,93.5,4.75,-14.8,93.5,4.917,17.6,8.72,0.139,324,8.92,0.000224,33.5,4,4,33.5,4,4,0,0,0,0,178,57.2,-25.9,179,57.3,4,25,0.982,321,121,0.189,16,1,23,6,1,PASS
147,-1.55,47.8,147,-1.57,9.07,-4.43,0.0783,326,14.4,0.000903,93.7,6.2,10.25,93.7,6.24,16.8,3.68,0.0697,324,9.05,0.000312,33.5,4,4,33.5,4,4,0,0,0,0,183,57.4,-0.44,184,57.3,4,18.8,0.85,321,119,0.165,16,1,25,6,1,PASS
147,-0.82,60.3,147,-0.91,11.84,-6.03,0.0868,326,12.4,0.000833,94,7.33,47.8,94,7.45,15.3,5.91,0.106,324,11.7,0.000786,33.5,4,4,33.5,4,4,0,0,0,0,189,57.3,1.56,189,57.3,4.000000954,22,0.957,321,119,0.185,16,1,25,6,1,PASS
146,-0.05,-8.5,146,0,14.2,-4.31,0.0927,326,12.7,0.000771,94.4,8.2,-89.7,94.4,8.47,13.21,3.68,0.0562,324,10.7,0.000496,33.5,4,4,33.5,4,4,0,0,0,0,194,57.3,-29.3,195,57.3,3.999999046,20.8,0.995,320,117,0.193,16,1,25,6,1,PASS
146,1.2,117,146,1.12,16,-5.2,0.0722,326,9.15,0.000412,94.8,9.53,35.3,94.9,9.26,10.66,6.28,0.105,324,12,0.00118,33.5,4,4,33.5,4,4,0,0,0,0,199,57.5,62.5,200,57.3,4,13.5,0.745,321,118,0.141,16,1,25,6,1,PASS
146,2.48,72.7,146,2.39,17.2,-5.91,0.0796,326,8.1,0.000234,95.4,9.53,-8.5,95.4,9.78,7.75,9.28,0.134,324,14.7,0.0016,33.5,4,4,33.5,4,4,0,0,0,0,205,57.2,-24,205,57.3,4,24.1,1.05,320,120,0.202,16,1,2,6,1,PASS
145,3.775,85.2,145,3.744,17.7,-6.54,0.0741,326,5.48,1.15E-05,96,9.75,10.25,96,9.99,4.65,6.43,0.102,324,14.2,0.00125,33.5,4,4,33.5,4,4,0,0,0,0,210,57.3,-8.2,211,57.3,4,22.7,0.946,321,118,0.183,16,1,25,6,1,PASS
145,4.1,72.7,145,4,4,-3.59,0.0548,326,6.11,-7.54E-06,96.5,10.32,97.7,96.6,10,4,1.67,0.0676,324,13.7,0.000846,33.5,4,4,33.5,4,4,0,0,0,0,215,57.3,-15.9,216,57.3,4.000000954,18.6,0.812,322,120,0.156,16,1,25,6,1,PASS
145,4.15,85.2,145,4,4,-4.53,0.0525,326,5.4,-2.95E-05,97.1,10,22.8,97.2,10,4,3.97,0.0792,324,14.4,0.000966,33.5,4,4,33.5,4,4,0,0,0,0,221,57.2,-70.1,221,57.3,3.999999046,24,1.11,320,119,0.212,16,1,25,6,1,PASS
145,4.175,97.7,145,4,4,-3.09,0.0515,326,7.92,-1.54E-05,97.7,9.82,-21,97.8,10,4,4.29,0.0977,324,16.1,0.00124,33.5,4,4,33.5,4,4,0,0,0,0,226,57.4,50.6,227,57.3,4,19.1,0.836,320,120,0.158,16,1,25,6,1,PASS
145,4.15,91.5,145,4,4,-4.53,0.0514,326,5.27,-2.93E-05,98.2,10.05,-121,98.2,10,4,4.51,0.0788,324,15.6,0.000924,33.5,4,4,33.5,4,4,0,0,0,0,231,57.3,2.69,232,57.3,4,20.3,0.83,321,121,0.159,16,1,25,6,1,PASS
145,4.125,79,145,4,4,-3.34,0.0478,326,6.75,-2.90E-05,98.8,9.78,4,98.8,10,4,6.14,0.107,324,15.3,0.00133,33.5,4,4,33.5,4,4,0,0,0,0,237,57.3,-2.63,237,57.3,4,22,1.02,319,119,0.197,16,1,26,6,1,PASS
145,4.175,91.5,145,4,4,-3.09,0.0519,325,7.38,-3.17E-05,99.4,9.75,-64.7,99.4,10,4,5.74,0.0866,324,13.7,0.00106,33.5,4,4,33.5,4,4,0,0,0,0,242,57.3,16.2,243,57.3,4.000000954,22.9,0.879,321,118,0.169,16,1,26,6,1,PASS
145,4.15,79,145,4,4,-4.32,0.0511,326,5.77,-1.53E-05,100,9.97,-39.8,100,10,4,3.38,0.0661,324,13.6,0.000788,33.5,4,4,33.5,4,4,0,0,0,0,247,57.3,-35.3,248,57.3,3.999999046,17.4,0.941,320,117,0.182,16,1,26,6,1,PASS
145,4.175,91.5,145,4,4,-3.13,0.0533,325,6.95,-3.22E-05,100.6,10.3,54,100.6,10,4,2.97,0.0706,324,12.5,0.000926,33.5,4,4,33.5,4,4,0,0,0,0,253,57.3,12.62,253,57.3,4,19.6,1,319,119,0.192,16,1,26,6,1,PASS
145,4.15,91.5,145,4,4,-4.23,0.0484,325,5.63,-2.85E-05,101.2,10,41.5,101.2,10,4,6.62,0.11,324,13.5,0.00146,33.5,4,4,33.5,4,4,0,0,0,0,258,57.2,-27.1,259,57.3,4,25,0.988,320,121,0.19,16,1,26,6,1,PASS
145,4.175,97.7,145,4,4,-4.44,0.055,325,5.44,-1.56E-05,101.8,9.85,-27.3,101.8,10,4,6.87,0.115,324,14.5,0.00144,33.5,4,-2.25,33.5,4,4,0,0,0,0,263,57.3,-4.69,264,57.3,4,18.9,0.848,321,119,0.164,16,1,2,6,1,PASS
145,4.15,79,145,4,4,-5.07,0.0537,325,4.34,0,102.4,9.9,-89.7,102.4,10,4,6.37,0.106,324,14.4,0.00138,33.5,4,4,33.5,4,4,0,0,0,0,269,57.3,1.31,269,57.3,4.000000954,22.1,0.955,320,120,0.185,16,1,26,6,1,PASS
145,4.175,97.7,145,4,4,-3.43,0.0504,325,6.77,-2.27E-05,103,10.25,-21,103,10,4,7.52,0.098,324,12.3,0.00123,33.5,4,4,33.5,4,4,0,0,0,0,274,57.3,-30.4,275,57.3,3.999999046,20.4,1.02,320,117,0.196,16,1,26,6,1,PASS
145,4.175,97.7,145,4,4,-4.48,0.0473,325,5.5,-2.18E-05,103.6,10.28,54,103.6,10,4,6.02,0.125,324,15,0.00164,33.5,4,4,33.5,4,4,0,0,0,0,279,57.5,57.8,280,57.3,4,13.9,0.744,320,118,0.14,16,1,26,6,1,PASS
145,4.175,91.5,145,4,4,-5.07,0.0524,325,4.55,-2.30E-05,104,10.07,41.5,104,10,4,8.9,0.154,324,14.7,0.00207,33.5,4,4,33.5,4,4,0,0,0,0,285,57.2,-16.9,285,57.3,4,24.1,1.04,319,120,0.201,16,1,26,6,1,PASS
145,4.175,97.7,145,4,4,-4.43,0.0514,326,5.1,-3.10E-05,105,9.8,-8.5,105,9.94,-9.9,10.7,0.162,324,15.1,0.00203,33.5,4,4,33.5,4,4,0,0,0,0,290,57.3,-1.94,291,57.3,4,22.5,0.93,320,119,0.18,16,1,26,6,1,PASS
145,4.2,104,145,4,4,-3.43,0.05,325,7.1,-1.50E-05,105,10.28,29,105,10,4,2.12,0.0544,324,12.1,0.000627,33.5,4,4,33.5,4,4,0,0,0,0,295,57.3,-9.6,296,57.3,4.000000954,18.3,0.805,321,119,0.154,16,1,26,6,1,PASS
145,4.225,135,145,4,4,-3.09,0.0519,326,7.08,-7.79E-06,106,10.07,35.3,106,10,4,3.59,0.0883,324,15.2,0.00111,33.5,4,4,33.5,4,4,0,0,0,0,301,57.2,-71.5,301,57.3,3.999999046,25,1.11,320,118,0.213,16,1,27,6,1,PASS
145,4.225,129,145,4,4,-5.62,0.0538,325,4.26,-7.35E-06,106,9.88,10.25,107,10,4,4.69,0.105,324,15.8,0.00134,33.5,4,4,33.5,4,4,0,0,0,0,306,57.4,58.4,307,57.3,4,17.8,0.828,319,120,0.156,16,1,27,6,1,PASS
145,4.45,-33.5,145,4.645,17.7,3.3,0.0537,325,7.24,6.06E-05,107,9.93,123,107,9.97,2.59,7.95,0.131,323,15.2,0.00169,33.5,4,4,33.5,4,4,0,0,0,0,311,57.3,1.75,312,57.3,4,20.7,0.837,321,120,0.16,16,1,27,6,1,PASS
146,5.7,-46,146,5.98,17,6.1,0.0967,325,9.34,0.000365,108,9.53,-2.25,108,9.66,-0.48,6.24,0.106,324,15.2,0.00127,33.5,4,4,33.5,4,4,0,0,0,0,317,57.3,-0.69,317,57.3,4,22.3,1.02,319,118,0.197,16,1,2,6,1,PASS
146,7.15,4,146,7.22,15.6,4.94,0.0735,325,9.61,0.000483,108,9.35,22.8,108,9.06,-3.32,4.95,0.0769,324,11.2,0.000845,33.5,4,4,33.5,4,4,0,0,0,0,322,57.3,17.4,323,57.3,4.000000954,19.6,0.884,320,121,0.169,16,1,29,6,1,PASS
146,8.03,-58.5,146,8.28,13.67,4.81,0.0796,325,12.2,0.000668,109,8.3,16.5,109,8.2,-5.77,9.38,0.157,324,12.7,0.00147,33.5,4,4,33.5,4,4,0,0,0,0,327,57.3,-32.7,328,57.3,3.999999046,16.7,0.938,320,118,0.181,16,1,29,6,1,PASS
147,9.2,41.5,147,9.13,11.2,3.93,0.0832,325,13.9,0.000892,109,7.13,-52.3,109,7.12,-7.7,3.56,0.0621,324,10.5,0.00038,33.5,4,4,33.5,4,4,0,0,0,0,333,57.3,14.6,333,57.3,4,19.7,0.985,318,120,0.189,16,1,29,6,1,PASS
147,9.72,10.25,147,9.7,8.35,5.1,0.0913,325,14,0.00111,109,6.08,-14.8,109,5.87,-9,7.45,0.12,324,9.34,0.0005,33.5,4,4,33.5,4,4,0,0,0,0,338,57.3,-21.4,339,57.3,4,26.2,0.984,319,120,0.19,16,1,29,6,1,PASS
148,9.72,-33.5,148,9.98,5.28,6.3,0.105,325,14.9,0.00131,109,4.575,-33.5,109,4.531,-9.7,2.76,0.0457,324,5.74,4.71E-05,33.5,3.975,-2.25,33.5,4,4,0,0,0,0,343,57.4,6.44,344,57.3,4,19.1,0.835,320,118,0.161,16,1,29,6,1,PASS
148,9.88,-2.25,148,10,4,6.17,0.0996,325,13.7,0.00125,109,3.975,-8.5,109,4,4,0.547,0.0254,324,2.69,0,33.5,4,4,33.5,4,4,0,0,0,0,349,57.3,7.63,349,57.3,4.000000954,22.2,0.952,320,120,0.184,16,1,29,6,1,PASS
149,9.9,-33.5,149,10,4,5.75,0.0945,326,14.3,0.00115,109,4,4,109,4,4,-0.31,0.0239,324,2.23,1.14E-06,33.5,4,4,33.5,4,4,0,0,0,0,354,57.3,-18.8,355,57.3,3.999999046,20,0.992,319,116,0.192,16,1,29,6,1,PASS
